EHST0100,LM:2022/01/20 13:25:29:214,FD:00001,LD:00677,RC:00677,MC:05000,TO:00000,             
00192,00001,                                                                ,00000,0000,2021/08/20 17:53:01:017,000,00000,0000000000,0000000001,0007040700,   
00193,00120,                                                                ,00000,0000,2021/08/20 17:53:06:858,000,00000,0000000000,0000000001,0000000000,   
00194,00127,                                                                ,00000,0000,2021/08/20 17:53:13:124,000,00000,0000000000,0000000000,0000000000,   
00195,00126,                                                                ,00000,0000,2021/08/20 18:18:18:353,000,00000,0000000000,0000000000,0000000000,   
00196,00123,                                                                ,00000,0000,2021/08/20 18:18:18:354,000,00000,0000000000,0000000000,0000000000,   
00197,01502,                                                                ,00000,0000,2021/08/20 18:18:18:484,000,00000,0000000000,0000000003,0000000009,   
00198,00003,                                                                ,00000,0000,2021/08/20 18:18:19:833,000,00000,0000000000,0000000000,0000000000,   
00199,00001,                                                                ,00000,0000,2021/08/20 18:26:01:477,000,00000,0000000000,0000000001,0007040700,   
00200,00120,                                                                ,00000,0000,2021/08/20 18:26:06:541,000,00000,0000000000,0000000001,0000000000,   
00201,00127,                                                                ,00000,0000,2021/08/20 18:26:10:938,000,00000,0000000000,0000000000,0000000000,   
00202,00126,                                                                ,00000,0000,2021/08/20 19:08:55:638,000,00000,0000000000,0000000000,0000000000,   
00203,00123,                                                                ,00000,0000,2021/08/20 19:08:55:641,000,00000,0000000000,0000000000,0000000000,   
00204,01502,                                                                ,00000,0000,2021/08/20 19:08:55:761,000,00000,0000000000,0000000003,0000000009,   
00205,00003,                                                                ,00000,0000,2021/08/20 19:08:56:682,000,00000,0000000000,0000000000,0000000000,   
00206,00001,                                                                ,00000,0000,2021/08/20 19:30:59:149,000,00000,0000000000,0000000001,0007040700,   
00207,00120,                                                                ,00000,0000,2021/08/20 19:31:04:207,000,00000,0000000000,0000000001,0000000000,   
00208,00127,                                                                ,00000,0000,2021/08/20 19:31:07:474,000,00000,0000000000,0000000000,0000000000,   
00209,04031,                                                                ,00001,E0E6,2021/08/20 19:43:44:777,001,00000,0000000000,0000000000,0000000000,   
00210,00005,main                                                            ,00001,0000,2021/08/20 19:44:22:487,000,00000,0000000001,0000000000,0000000000,   
00211,02228,main                                                            ,00003,E0EB,2021/08/20 19:44:23:432,001,00000,0000000001,0000000000,0000000000,   
00212,00005,main                                                            ,00001,0000,2021/08/20 19:44:39:609,000,00000,0000000001,0000000000,0000000000,   
00213,00005,main                                                            ,00001,0000,2021/08/20 19:45:01:769,000,00000,0000000001,0000000000,0000000000,   
00214,07021,                                                                ,00000,E2CB,2021/08/20 19:47:59:076,000,00000,0000000000,0000000003,0000000000,   
00215,00005,main                                                            ,00001,0000,2021/08/20 19:51:22:916,000,00000,0000000001,0000000000,0000000000,   
00216,02228,                                                                ,00000,E0EB,2021/08/20 19:56:27:499,001,00000,0000000000,0000000000,0000000000,   
00217,00126,                                                                ,00000,0000,2021/08/20 20:01:06:064,000,00000,0000000000,0000000000,0000000000,   
00218,00123,                                                                ,00000,0000,2021/08/20 20:01:06:064,000,00000,0000000000,0000000000,0000000000,   
00219,01502,                                                                ,00000,0000,2021/08/20 20:01:06:131,000,00000,0000000000,0000000003,0000000009,   
00220,00003,                                                                ,00000,0000,2021/08/20 20:01:07:794,000,00000,0000000000,0000000000,0000000000,   
00221,00001,                                                                ,00000,0000,2021/08/26 22:04:28:528,000,00000,0000000000,0000000001,0007040700,   
00222,00120,                                                                ,00000,0000,2021/08/26 22:04:33:556,000,00000,0000000000,0000000001,0000000000,   
00223,00127,                                                                ,00000,0000,2021/08/26 22:04:35:193,000,00000,0000000000,0000000000,0000000000,   
00224,01034,                                                                ,00000,0000,2021/08/26 22:26:31:068,000,00000,0000000000,0000000002,0000000000,   
00225,01034,                                                                ,00000,0000,2021/08/26 22:28:22:169,000,00000,0000000000,0000000002,0000000000,   
00226,01034,                                                                ,00000,0000,2021/08/26 22:28:22:173,000,00000,0000000000,0000000002,0000000000,   
00227,01034,                                                                ,00000,0000,2021/08/26 22:28:26:175,000,00000,0000000000,0000000002,0000000000,   
00228,01034,                                                                ,00000,0000,2021/08/26 22:28:26:179,000,00000,0000000000,0000000002,0000000000,   
00229,01034,                                                                ,00000,0000,2021/08/26 22:28:27:472,000,00000,0000000000,0000000002,0000000000,   
00230,01034,                                                                ,00000,0000,2021/08/26 22:28:27:475,000,00000,0000000000,0000000002,0000000000,   
00231,00599,                                                                ,00001,E0E6,2021/08/26 22:28:47:565,000,00000,0000000000,0000000000,0000000001,   
00232,01034,                                                                ,00000,0000,2021/08/26 22:28:47:571,000,00000,0000000000,0000000002,0000000000,   
00233,00599,                                                                ,00001,E0E6,2021/08/26 22:28:50:705,000,00000,0000000000,0000000000,0000065535,   
00234,00599,                                                                ,00001,E0E6,2021/08/26 22:28:53:446,000,00000,0000000000,0000000000,0000000001,   
00235,01034,                                                                ,00000,0000,2021/08/26 22:28:53:448,000,00000,0000000000,0000000002,0000000000,   
00236,01034,                                                                ,00000,0000,2021/08/26 22:28:53:478,000,00000,0000000000,0000000002,0000000000,   
